,flow,category,amount
1934,Potassium,"('soil', 'industrial')",9.216887745571251e-08
1935,Cesium-134,"('water', 'surface water')",5.418678599397789e-08
1936,Copper,"('soil', 'agricultural')",2.0486111681930402e-10
1937,Strontium,"('soil', 'industrial')",2.871032257713749e-09
1938,Acephate,"('air', 'non-urban air or from high stacks')",5.01262116497847e-13
1939,2-Propanol,"('air', 'urban air close to ground')",1.1149031005075395e-09
1940,"Wood, soft, standing","('natural resource', 'biotic')",4.0898141047428095e-06
1941,Mercury,"('water', 'ocean')",7.613702145671769e-12
1942,Potassium,"('air', 'non-urban air or from high stacks')",5.551665013724708e-10
1943,Arsenic,"('air', 'non-urban air or from high stacks')",2.4138960632478012e-08
1944,Iodine,"('air', 'low population density, long-term')",1.0428023117409203e-16
1945,Diclofop-methyl,"('soil', 'agricultural')",1.6897106902982366e-15
1946,"BOD5, Biological Oxygen Demand","('water',)",1.493976107109763e-06
1947,"Transformation, from pasture, man made","('natural resource', 'land')",1.903373586661311e-06
1948,Iodine,"('air',)",1.5053091223833274e-11
1949,"Heat, waste","('air',)",0.0007996363481871011
1950,Lactic acid,"('water', 'surface water')",1.3084224836463983e-13
1951,"Titanium, ion","('water', 'ocean')",6.507698383045656e-12
1952,"Transformation, from heterogeneous, agricultural","('natural resource', 'land')",2.0424127292868067e-09
1953,"Ammonium, ion","('water',)",9.688549513559643e-09
1954,Hydroxide,"('water', 'surface water')",3.960303095322099e-10
1955,Selenium,"('air',)",2.1861252758389423e-10
1956,Thorium-232,"('air', 'non-urban air or from high stacks')",2.636818523906914e-07
1957,Acrylonitrile,"('air',)",0.0
1958,"Oils, unspecified","('water',)",1.479387336250831e-07
1959,Benzaldehyde,"('air', 'non-urban air or from high stacks')",2.5115667241930305e-10
1960,Clomazone,"('soil', 'agricultural')",4.513233325650785e-14
1961,Ammonia,"('air',)",5.447520899980736e-06
1962,Xylene,"('air',)",7.602716077373222e-08
1963,"Water, cooling, unspecified natural origin","('natural resource', 'in water')",0.001489464395328857
1964,"1,4-Butanediol","('air', 'non-urban air or from high stacks')",0.0
1965,Tungsten,"('water', 'surface water')",1.609328340953674e-09
1966,"Iron, ion","('water', 'ground-, long-term')",6.749376512518584e-05
1967,t-Butyl methyl ether,"('water', 'ocean')",1.209006390624768e-10
1968,"Basalt, in ground","('natural resource', 'in ground')",4.242864172920888e-05
1969,Naphthalene,"('air',)",9.726935594271821e-17
1970,Methyl ethyl ketone,"('air', 'non-urban air or from high stacks')",4.0620120498380925e-14
1971,Prothioconazol,"('water', 'ground-')",2.504279536836102e-24
1972,"Calcium, ion","('water',)",2.512227529576399e-06
1973,"Benzene, dichloro","('air', 'urban air close to ground')",1.160355549070242e-13
1974,Dimethylamine,"('water', 'surface water')",4.408208618275324e-13
1975,"Nitrogen, organic bound","('water', 'surface water')",1.9602054073968892e-07
1976,Monoethanolamine,"('air', 'non-urban air or from high stacks')",0.0
1977,"Carbon dioxide, from soil or biomass stock","('air', 'non-urban air or from high stacks')",3.199881760693185e-05
1978,"Transformation, from arable land, unspecified use","('natural resource', 'land')",2.1673952227136316e-06
1979,"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore, in ground","('natural resource', 'in ground')",1.558913757263555e-07
1980,Profenofos,"('soil', 'agricultural')",8.972045842471312e-13
1981,"Nitrogen, organic bound","('water', 'ground-, long-term')",9.5844287173378e-07
1982,Acrylic acid,"('air', 'urban air close to ground')",9.338510275671665e-12
1983,Arsenic,"('soil', 'industrial')",2.039278605817461e-10
1984,Asulam,"('soil', 'agricultural')",1.2124975162952726e-18
1985,Alpha-cypermethrin,"('soil', 'agricultural')",0.0
1986,"Benzene, hexachloro-","('air', 'non-urban air or from high stacks')",4.06232636784387e-21
1987,Sulfuric acid,"('air', 'urban air close to ground')",6.075235045853696e-12
1988,Aniline,"('air', 'urban air close to ground')",2.5520688123331224e-13
1989,"2,4-D amines","('water', 'surface water')",1.3203031621531994e-23
1990,1-Pentene,"('water', 'surface water')",2.5296325145662487e-14
1991,Cobalt-58,"('air', 'non-urban air or from high stacks')",8.865937221544035e-11
1992,Nickel,"('air', 'low population density, long-term')",1.6771450442692417e-10
1993,Potassium-40,"('water', 'ocean')",2.1361413291412253e-08
1994,Hydrogen fluoride,"('air', 'urban air close to ground')",1.868897672198973e-08
1995,Paraffins,"('water', 'surface water')",0.0
1996,Mercury,"('soil', 'agricultural')",2.9418978097987086e-13
1997,Atrazine,"('air', 'non-urban air or from high stacks')",3.851685629911782e-13
1998,"Tin, ion","('water', 'ground-, long-term')",1.0731558291509693e-07
1999,Cadmium,"('air', 'urban air close to ground')",3.861405480083889e-10
2000,Epoxiconazole,"('soil', 'agricultural')",1.7202749456946795e-15
2001,"Radioactive species, alpha emitters","('water', 'surface water')",4.945466501467116e-09
2002,"Gadolinium, 0.15% in bastnasite, 0.015% in crude ore, in ground","('natural resource', 'in ground')",3.838240657077669e-16
2003,"Benzene, chloro-","('water', 'surface water')",1.2205059224066021e-09
2004,Fenoxaprop-P ethyl ester,"('soil', 'agricultural')",3.9939286468695725e-17
2005,Tefluthrin,"('soil', 'agricultural')",1.7728992270810115e-15
2006,Nitrobenzene,"('water', 'surface water')",3.198986919045381e-10
2007,Toluene,"('water', 'ocean')",8.20631748722557e-09
2008,Ethyne,"('air',)",1.3466172508159362e-10
2009,Chlorine,"('water', 'surface water')",2.8149917953655822e-11
2010,"Sylvite, 25 % in sylvinite, in ground","('natural resource', 'in ground')",4.6328031939189583e-07
2011,Selenium,"('soil', 'industrial')",1.352459331569662e-11
2012,Cobalt-58,"('water', 'surface water')",3.582550474807133e-06
2013,Polychlorinated biphenyls,"('air',)",4.294263658007645e-11
2014,"Methane, dichlorodifluoro-, CFC-12","('air', 'urban air close to ground')",1.671782723258142e-12
2015,"Sodium chloride, in ground","('natural resource', 'in ground')",4.506995422766034e-05
2016,Diazinon,"('soil', 'agricultural')",0.0
2017,Hydrogen sulfide,"('air',)",4.903758274320429e-08
2018,Thorium-228,"('water', 'ground-')",1.1094328055511383e-11
2019,"2,4-D amines","('water', 'ground-')",3.2172904869512725e-21
2020,Vanadium,"('air', 'urban air close to ground')",1.8962430478781366e-08
2021,"Copper, ion","('water', 'ground-, long-term')",2.1995464485135707e-06
2022,"Occupation, construction site","('natural resource', 'land')",2.973192378334568e-06
2023,"Calcium, ion","('water', 'ground-')",5.782769536842342e-06
2024,MCPA,"('air', 'non-urban air or from high stacks')",1.6129235992092394e-21
2025,Potassium,"('soil', 'agricultural')",6.662039421517557e-08
2026,Chromium,"('air', 'lower stratosphere + upper troposphere')",8.693717545360447e-18
2027,"Rh, Rh 2.0E-5%, Pt 2.5E-4%, Pd 7.3E-4%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","('natural resource', 'in ground')",2.5640422908574855e-12
2028,"Energy, gross calorific value, in biomass, primary forest","('natural resource', 'biotic')",3.403484523725495e-05
2029,"Platinum, Pt 4.7E-7%, in mixed ore, in ground","('natural resource', 'in ground')",2.658977365297574e-13
2030,Arsenic,"('soil', 'agricultural')",9.90920200704498e-12
2031,"Acidity, unspecified","('water', 'surface water')",2.19580143922048e-09
2032,"DOC, Dissolved Organic Carbon","('water', 'ground-, long-term')",0.0005781945800115062
2033,"Hydrocarbons, aromatic","('air', 'urban air close to ground')",2.2706847816995902e-08
2034,"Transformation, to mineral extraction site","('natural resource', 'land')",3.5003821915602544e-05
2035,"Pyrite, in ground","('natural resource', 'in ground')",0.0
2036,Trichlorfon,"('soil', 'agricultural')",0.0
2037,Dodecanol,"('water',)",0.0
2038,"Ethene, chloro-","('air', 'urban air close to ground')",5.08341602729671e-10
2039,Calcium,"('air',)",2.9681937420027562e-08
2040,Prothioconazol,"('soil', 'agricultural')",3.2430259395473785e-14
2041,"Methane, fossil","('air', 'non-urban air or from high stacks')",6.433561436439229e-05
2042,Propionic acid,"('water', 'surface water')",1.1865989414381578e-12
2043,Cobalt,"('soil',)",3.213225391853785e-10
2044,Pirimicarb,"('soil', 'agricultural')",8.593538562394383e-13
2045,Cobalt,"('water', 'ground-, long-term')",7.118119510455076e-07
2046,Propanal,"('water', 'surface water')",4.287630154344261e-14
2047,Thiamethoxam,"('soil', 'agricultural')",5.532161671200139e-14
2048,"COD, Chemical Oxygen Demand","('water',)",1.5879025755045295e-06
2049,Strontium,"('water', 'surface water')",7.042106368646602e-07
2050,Bromoxynil,"('water', 'ground-')",1.4924318656854756e-21
2051,Uranium-234,"('air', 'non-urban air or from high stacks')",4.394611057854212e-07
2052,MCPB,"('soil', 'agricultural')",9.316444621523582e-17
2053,"Transformation, to annual crop","('natural resource', 'land')",1.1355334397189957e-06
2054,Atrazine,"('water', 'ground-')",8.587684226837588e-18
2055,Molybdenum,"('air',)",3.1704176024480874e-08
2056,Sulfate,"('water',)",3.1805738938129684e-07
2057,"Fluorine, 4.5% in apatite, 1% in crude ore, in ground","('natural resource', 'in ground')",1.4561206512648586e-07
2058,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113","('air',)",1.5005425788863456e-12
2059,Fluroxypyr,"('soil', 'agricultural')",3.1328065423204288e-15
2060,Methanol,"('air', 'non-urban air or from high stacks')",1.3860638005542717e-08
2061,Uranium-238,"('air',)",1.344623734727319e-09
2062,"Herbicides, unspecified","('soil', 'agricultural')",3.2031033092543194e-13
2063,"Oils, unspecified","('soil',)",3.47963017049468e-08
2064,"Gold, Au 7.1E-4%, in ore, in ground","('natural resource', 'in ground')",1.9935959857016886e-11
2065,Tebutam,"('soil', 'agricultural')",9.43280617011349e-15
2066,"Iron, 46% in ore, 25% in crude ore, in ground","('natural resource', 'in ground')",0.0026134420872712485
2067,"Transformation, from industrial area","('natural resource', 'land')",6.059976544004018e-08
2068,Fluoride,"('water', 'ocean')",2.0094100278601845e-08
2069,"Transformation, to annual crop, non-irrigated, extensive","('natural resource', 'land')",9.775435401253994e-09
2070,Parathion,"('soil', 'agricultural')",2.025653226020892e-13
2071,"AOX, Adsorbable Organic Halogen as Cl","('water', 'surface water')",1.6061031077985147e-09
2072,Phenmedipham,"('soil', 'agricultural')",4.034748671179968e-16
2073,Glyphosate,"('water', 'surface water')",6.959488134628195e-16
2074,"Silver, Ag 1.5E-5%, Au 5.4E-4%, in ore, in ground","('natural resource', 'in ground')",6.346896686982117e-15
2075,"Carbon monoxide, fossil","('air', 'urban air close to ground')",1.3752563478806876e-05
2076,Sodium formate,"('water', 'surface water')",1.2985699678778542e-11
